design_object_count,layout_count,composition
1,1,"Group:[types=['Gantt', 'Group', 'HStack', 'Text'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['DisjointEulerDiagram', 'Group', 'Image', 'SVG'], roles=['Decoration']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'SVG', 'Text'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Description', 'Title']]"
1,1,"Group:[types=['LayeredDiagram', 'SVG'], roles=['Decoration', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'Video'], roles=['Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG'], roles=['Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'LayeredDiagram', 'VStack'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'Image', 'Text'], roles=['Background', 'Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Chart', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Description', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Gantt', 'Group', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Background', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'VStack', 'Video'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['HStack', 'Table', 'Text'], roles=['Description', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'VennDiagram'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Text', 'Video'], roles=['Decoration', 'Subtitle']]"
1,1,"Group:[types=['DisjointEulerDiagram', 'SVG'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'LayeredDiagram'], roles=['Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Image', 'VStack', 'Video'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'Table', 'Text'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['VStack', 'VennDiagram'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Chart', 'Group'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG'], roles=['Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Table'], roles=['Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['SVG', 'Text'], roles=['Description', 'Marker', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Chart', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Marker']]"
1,1,"Group:[types=['SVG', 'Text'], roles=['Description', 'Separator', 'Subtitle']]"
1,1,"Group:[types=['Group', 'SVG', 'Table', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Gantt', 'Image', 'VStack'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'VStack'], roles=['Background', 'Highlight', 'Title']]"
1,1,"Group:[types=['Gantt', 'Group', 'Text'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'VStack'], roles=['Description', 'Highlight', 'Marker']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG'], roles=['Decoration', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Text', 'Video'], roles=['Background', 'Decoration', 'Highlight']]"
1,1,"Group:[types=['Image', 'Text'], roles=['Decoration', 'Marker', 'Title']]"
1,1,"Group:[types=['SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Marker', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Decoration']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['HStack', 'SVG', 'Table', 'Text'], roles=['Background', 'Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'VennDiagram'], roles=['Highlight', 'Title']]"
1,1,"Group:[types=['Text', 'Video'], roles=['Decoration', 'Description', 'Subtitle']]"
1,1,"Group:[types=['HStack'], roles=['Description', 'Subtitle']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'SVG', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Highlight']]"
1,1,"Group:[types=['Gantt'], roles=['Description']]"
1,1,"Group:[types=['Group', 'Image', 'VStack', 'Video'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Text'], roles=['Background', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Subtitle']]"
1,1,"Group:[types=['Chart', 'Group', 'VStack'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Qrcode', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Image', 'LayeredDiagram', 'VStack'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Chart', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'Text'], roles=['Decoration', 'Highlight', 'Subtitle']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
1,1,"Group:[types=['Image'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['SVG', 'Table', 'Text'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG'], roles=['Background', 'Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'VStack'], roles=['Separator', 'Title']]"
1,1,"Group:[types=['Frame', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'SVG', 'VennDiagram'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'LayeredDiagram'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'Text', 'VStack'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Title']]"
1,1,"Group:[types=['HStack', 'Text'], roles=['Decoration']]"
1,1,"Group:[types=['Group', 'Image', 'VStack'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['Group', 'HStack', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Video'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Frame', 'Text'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['Text', 'VStack'], roles=['Marker', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Table', 'Text'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Text', 'Video'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'VStack'], roles=['Description', 'Highlight']]"
1,1,"Group:[types=['Text'], roles=['Description', 'Highlight', 'Subtitle']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Marker', 'Title']]"
1,1,"Group:[types=['Frame', 'SVG'], roles=['Decoration', 'Highlight']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Highlight']]"
1,1,"Group:[types=['HStack', 'Table', 'Text'], roles=['Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text', 'VStack'], roles=['Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'Text'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'Video'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'SVG'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['LayeredDiagram', 'VStack'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'Table', 'Text'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'VStack', 'Video'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'Video'], roles=['Background', 'Decoration', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Decoration', 'Highlight', 'Separator']]"
1,1,"Group:[types=['SVG', 'VStack'], roles=['Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack'], roles=['Background', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'Table'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Separator']]"
1,1,"Group:[types=['Frame', 'Video'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Group', 'Qrcode'], roles=['Description']]"
1,1,"Group:[types=['Group', 'HStack', 'Table', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Text', 'VStack', 'Video'], roles=['Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['HStack', 'Table', 'Text', 'VStack'], roles=['Description']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Background', 'Marker', 'Title']]"
1,1,"Group:[types=['Chart', 'Table'], roles=['Description', 'Highlight']]"
1,1,"Group:[types=['Image', 'SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Image', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group'], roles=['Marker', 'Separator']]"
1,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'Image', 'SVG'], roles=['Background', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Text', 'VStack'], roles=['Background', 'Description', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Decoration', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Image'], roles=['Decoration', 'Highlight']]"
1,1,"Group:[types=['Frame', 'Group', 'Text'], roles=['Decoration', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'VStack'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker', 'Separator']]"
1,1,"Group:[types=['Chart', 'VStack'], roles=['Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Image', 'SVG', 'Text'], roles=['Background', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Background', 'Marker']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Background', 'Decoration', 'Highlight', 'Separator']]"
1,1,"Group:[types=['HStack', 'LayeredDiagram', 'SVG'], roles=['Background', 'Description', 'Highlight']]"
1,1,"Group:[types=['Gantt', 'SVG', 'Table'], roles=['Background', 'Description']]"
1,1,"Group:[types=['Image', 'Text'], roles=['Background', 'Decoration', 'Description', 'Marker']]"
1,1,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'LayeredDiagram', 'VStack'], roles=['Description', 'Separator']]"
1,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Decoration', 'Description', 'Highlight', 'Marker']]"
1,1,"Group:[types=['Group', 'LayeredDiagram'], roles=['Highlight']]"
1,1,"Group:[types=['SVG', 'Text', 'VStack'], roles=['Background', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Image', 'SVG', 'VStack'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['HStack', 'SVG', 'Table'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Frame', 'Group', 'VStack'], roles=['Background', 'Description']]"
1,1,"Group:[types=['HStack', 'SVG', 'Table'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'Text'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'Quadrant', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'HStack', 'Video'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['HStack', 'SVG'], roles=['Decoration', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Chart', 'HStack'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Group', 'HStack', 'Table', 'VStack'], roles=['Description']]"
1,1,"Group:[types=['Image', 'Qrcode'], roles=['Decoration', 'Description']]"
1,1,"Group:[types=['Video'], roles=['Highlight']]"
1,1,"Group:[types=['Chart', 'Group', 'Table'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Image', 'Video'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['Group', 'SVG'], roles=['Background', 'Content']]"
1,1,"Group:[types=['Image', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'SVG', 'Text', 'VStack'], roles=['Decoration', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'Text', 'VStack'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['Chart', 'Group', 'HStack', 'SVG'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['VStack'], roles=['Description', 'Subtitle']]"
1,1,"Group:[types=['Image', 'SVG', 'Video'], roles=['Background', 'Decoration']]"
1,1,"Group:[types=['SVG', 'VStack', 'Video'], roles=['Background', 'Decoration', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'VennDiagram'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['SVG', 'VStack'], roles=['Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Background', 'Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack'], roles=['Marker', 'Separator']]"
1,1,"Group:[types=['Group', 'Quadrant'], roles=['Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['HStack', 'SVG', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'VennDiagram'], roles=['Decoration', 'Title']]"
1,1,"Group:[types=['Group', 'SVG', 'Text', 'VStack'], roles=['Background', 'Description', 'Highlight', 'Marker']]"
1,1,"Group:[types=['Group', 'Image'], roles=['Decoration', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack', 'Table', 'Text'], roles=['Description', 'Title']]"
1,1,"Group:[types=['LayeredDiagram'], roles=['Decoration']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Decoration', 'Separator', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'Text', 'Video'], roles=['Background', 'Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'HStack', 'Table'], roles=['Decoration', 'Description', 'Highlight']]"
1,1,"Group:[types=['Group', 'SVG', 'Text'], roles=['Background', 'Decoration', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['HStack', 'SVG', 'Text'], roles=['Decoration', 'Description', 'Highlight', 'Separator']]"
1,1,"Group:[types=['Group', 'Image', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Title']]"
1,1,"Group:[types=['Group', 'VStack'], roles=['Description', 'Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['HStack', 'Image', 'Text'], roles=['Background', 'Highlight', 'Title']]"
1,1,"Group:[types=['Group', 'Image', 'Text'], roles=['Highlight', 'Subtitle', 'Title']]"
1,1,"Group:[types=['Group', 'VStack', 'VennDiagram'], roles=['Description', 'Title']]"
1,1,"Group:[types=['Image', 'SVG', 'VStack', 'Video'], roles=['Background', 'Decoration', 'Description']]"
1,1,"Group:[types=['Chart', 'Group', 'SVG'], roles=['Decoration', 'Description', 'Separator']]"
1,1,"Group:[types=['Group', 'HStack', 'SVG'], roles=['Description', 'Highlight', 'Separator', 'Title']]"
1,1,"Group:[types=['Group', 'Text', 'VStack'], roles=['Background', 'Decoration', 'Description', 'Subtitle']]"
1,1,"Group:[types=['SVG', 'Text', 'Video'], roles=['Background', 'Description', 'Title']]"
